-95.582,38.673,110M/110 Mile Park - Pomona Reservoir  TYPE:COE PH:785.453.2201   SITES:25  AMEN:NH NR  LON/LAT:-95.582/38.673,110M,110 Mile Park - Pomona Reservoir,COE,785.453.2201, , ,25, ,NH NR 
-88.322,44.102,CALU/Calumet County Park  TYPE:CP PH:920.439.1008   SITES:70  AMEN:E DP DW SH  LON/LAT:-88.322/44.102,CALU,Calumet County Park,CP,920.439.1008, , ,70, ,E DP DW SH 
-100.16,40.283,CAMB/Cambridge City RV Park  TYPE:CP      AMEN:E DP DW SH N$  LON/LAT:-100.16/40.283,CAMB,Cambridge City RV Park,CP, , , , , ,E DP DW SH N$ 
-95.918,44.354,CAMD/Camden State Park  TYPE:SP PH:507.865.4530 OPEN:all year  SITES:80  AMEN:E DP DW SH RS  LON/LAT:-95.918/44.354,CAMD,Camden State Park,SP,507.865.4530,all year, ,80, ,E DP DW SH RS 
-91.717,45.389,CAME/Cameron - Veterans Memorial Park        LON/LAT:-91.717/45.389,CAME,Cameron - Veterans Memorial Park, , , , , , ,
-94.497,47.422,CAMP/Camp Cassaway  TYPE:CP   COMM:unknown facilities SITES:10  AMEN:NH N$  LON/LAT:-94.497/47.422,CAMP,Camp Cassaway,CP, , ,unknown facilities,10, ,NH N$ 
-95.043,42.308,CAMC/Camp Crescent Park  TYPE:CP PH:712.657.2189     AMEN:E DP DW SH L$  LON/LAT:-95.043/42.308,CAMC,Camp Crescent Park,CP,712.657.2189, , , , ,E DP DW SH L$ 
-95.446,37.806,CAMP/Camp Hunter Park  TYPE:CP   COMM:no tents - check in at City Hall   AMEN:E DP  LON/LAT:-95.446/37.806,CAMP,Camp Hunter Park,CP, , ,no tents - check in at City Hall, , ,E DP 
-89.791,45.289,CAMP/Camp New Wood County Park  TYPE:CP PH:715.539.1034     AMEN:NH DP L$  LON/LAT:-89.791/45.289,CAMP,Camp New Wood County Park,CP,715.539.1034, , , , ,NH DP L$ 
-99.168,38.177,CAMP/Camp Pawnee  TYPE:CP PH:620.285.3721 OPEN:early apr-mid oct  SITES:12  AMEN:E FT DW  LON/LAT:-99.168/38.177,CAMP,Camp Pawnee,CP,620.285.3721,early apr-mid oct, ,12, ,E FT DW 
-96.279,44.705,CANB/Canby Municipal Lake Park  TYPE:CP      AMEN:E DP  LON/LAT:-96.279/44.705,CANB,Canby Municipal Lake Park,CP, , , , , ,E DP 
-99.202,48.494,CAND/Cando  TYPE:CP PH:701.968.3383   SITES:15  AMEN:WES DP DW SH  LON/LAT:-99.202/48.494,CAND,Cando,CP,701.968.3383, , ,15, ,WES DP DW SH 
-96.536,38.693,CANN/Canning Creek - Council Grove Lake  TYPE:COE PH:620.767.5195 OPEN:mid apr-late oct  SITES:45  AMEN:WES DP DW SH RS PA L$  LON/LAT:-96.536/38.693,CANN,Canning Creek - Council Grove Lake,COE,620.767.5195,mid apr-late oct, ,45, ,WES DP DW SH RS PA L$ 
-96.283,47.532,CANN/Cannon Park  TYPE:CP PH:218.945.3136  COMM:primitive   AMEN:E  LON/LAT:-96.283/47.532,CANN,Cannon Park,CP,218.945.3136, ,primitive, , ,E 
-95.678,38.675,CARB/Carbolyn Park - Pomona Lake  TYPE:COE PH:785.453.2201 OPEN:early may-late sep  SITES:30  AMEN:WE DP DW SH RS L$  LON/LAT:-95.678/38.675,CARB,Carbolyn Park - Pomona Lake,COE,785.453.2201,early may-late sep, ,30, ,WE DP DW SH RS L$ 
-100.552,48.877,CARB/Carbury Rec Area  TYPE:CP PH:701.228.2225   SITES:10  AMEN:E  LON/LAT:-100.552/48.877,CARB,Carbury Rec Area,CP,701.228.2225, , ,10, ,E 
-95.849,37.257,CARD/Card Creek - Elk City Lake  TYPE:COE PH:313.336.2741     AMEN:E DP NS NR L$  LON/LAT:-95.849/37.257,CARD,Card Creek - Elk City Lake,COE,313.336.2741, , , , ,E DP NS NR L$ 
-92.173,44.116,CARL/Carley State Park  TYPE:SP PH:507.932.3007 OPEN:all year  SITES:20  AMEN:RS  LON/LAT:-92.173/44.116,CARL,Carley State Park,SP,507.932.3007,all year, ,20, ,RS 
-98.646,42.451,CARN/Carney Park  TYPE:CP    SITES:21  AMEN:WE DP DW SH L$  LON/LAT:-98.646/42.451,CARN,Carney Park,CP, , , ,21, ,WE DP DW SH L$ 
-101.713,48.444,CARP/Carpio City Park  TYPE:CP PH:701.468.5953     LON/LAT:-101.713/48.444,CARP,Carpio City Park,CP,701.468.5953, , , , ,
-101.713,48.444,CARP/Carpio City Park  TYPE:CP PH:701.468.5960   SITES:10  AMEN:E  LON/LAT:-101.713/48.444,CARP,Carpio City Park,CP,701.468.5960, , ,10, ,E 
-89.633,45.889,CARR/Carrol Lake - North Highland/Amer Legion State Forest  TYPE:SF      AMEN:NH ND PT DW NS NR L$  LON/LAT:-89.633/45.889,CARR,Carrol Lake - North Highland/Amer Legion State Forest,SF, , , , , ,NH ND PT DW NS NR L$ 
-93.687,44.867,CARV/Carver Park Reserve  TYPE:CP PH:952.443.2911     AMEN:NH NS  LON/LAT:-93.687/44.867,CARV,Carver Park Reserve,CP,952.443.2911, , , , ,NH NS 
-90.531,47.833,CASC/Cascade River State Park  TYPE:SP PH:218.387.3053 OPEN:all year  SITES:4  AMEN:E DP VT NW SH RS N$  LON/LAT:-90.531/47.833,CASC,Cascade River State Park,SP,218.387.3053,all year, ,4, ,E DP VT NW SH RS N$ 
-94.517,41.509,CASE/Casey City Park - Abram Rutt  TYPE:CP PH:641.746.3315 OPEN:all year  SITES:10  AMEN:E DP DW SH L$  LON/LAT:-94.517/41.509,CASE,Casey City Park - Abram Rutt,CP,641.746.3315,all year, ,10, ,E DP DW SH L$ 
-94.529,47.38,CASS/Cass Lake  TYPE:NF PH:218.835.3104/218.335.8600 OPEN:mid may-late aug  SITES:23  AMEN:NH ND DW SH RS  LON/LAT:-94.529/47.38,CASS,Cass Lake,NF,218.835.3104/218.335.8600,mid may-late aug, ,23, ,NH ND DW SH RS 
-90.83,44.285,CASM/Castle Mound - Black River State Forest  TYPE:SF PH:715.284.4103 OPEN:all year  SITES:35  AMEN:E 45ft DW SH RS  LON/LAT:-90.83/44.285,CASM,Castle Mound - Black River State Forest,SF,715.284.4103,all year, ,35, ,E 45ft DW SH RS 
-103.727,44.08,CAST/Castle Peak  TYPE:NF PH:605.343.1567/605.673.9200   SITES:9 EL:5372 AMEN:NH ND VT NW NS NR L$  LON/LAT:-103.727/44.08,CAST,Castle Peak,NF,605.343.1567/605.673.9200, , ,9,5372,NH ND VT NW NS NR L$ 
-89.94,43.909,CASR/Castle Rock County Park  TYPE:CP PH:608.339.4230 OPEN:all year  SITES:200  AMEN:WE DP DW SH  LON/LAT:-89.94/43.909,CASR,Castle Rock County Park,CP,608.339.4230,all year, ,200, ,WE DP DW SH 
-97.163,37.275,CAVE/Cave Park  TYPE:CP   COMM:primitive   AMEN:NH  LON/LAT:-97.163/37.275,CAVE,Cave Park,CP, , ,primitive, , ,NH 
-103.276,47.586,CCC/CCC  TYPE:NF PH:701.842.2393/701.250.4443   SITES:38  AMEN:NH ND NS NR  LON/LAT:-103.276/47.586,CCC,CCC,NF,701.842.2393/701.250.4443, , ,38, ,NH ND NS NR 
-88.454,44.81,CECI/Cecil Lakeview City Park  TYPE:CP PH:715.745.4428     AMEN:E DP DW SH  LON/LAT:-88.454/44.81,CECI,Cecil Lakeview City Park,CP,715.745.4428, , , , ,E DP DW SH 
-92.494,42.76,CEDA/Cedar Bend Park  TYPE:CP    SITES:40  AMEN:E DP DW SH N$  LON/LAT:-92.494/42.76,CEDA,Cedar Bend Park,CP, , , ,40, ,E DP DW SH N$ 
-99.732,38.808,CEBN/Cedar Bluff State Park - North Shore  TYPE:SP PH:785.726.3212 OPEN:all year  SITES:254  AMEN:E DP SH  LON/LAT:-99.732/38.808,CEBN,Cedar Bluff State Park - North Shore,SP,785.726.3212,all year, ,254, ,E DP SH 
-99.764,38.772,CEBS/Cedar Bluff State Park - South Shore  TYPE:SP PH:785.726.3212 OPEN:all year  SITES:315  LON/LAT:-99.764/38.772,CEBS,Cedar Bluff State Park - South Shore,SP,785.726.3212,all year, ,315, ,
-92.855,43.283,CEDA/Cedar Bridge County Park  TYPE:CP    SITES:18  AMEN:WE DP FT DW SH  LON/LAT:-92.855/43.283,CEDA,Cedar Bridge County Park,CP, , , ,18, ,WE DP FT DW SH 
-92.859,41.258,CEDA/Cedar Creek Access  TYPE:CP   COMM:primitive   AMEN:NH ND NS  LON/LAT:-92.859/41.258,CEDA,Cedar Creek Access,CP, , ,primitive, , ,NH ND NS 
-94.735,43.796,CEDA/Cedar Hanson Co Park  TYPE:CP  OPEN:mid may-mid sep  SITES:27  AMEN:NH ND VT NW NS  LON/LAT:-94.735/43.796,CEDA,Cedar Hanson Co Park,CP, ,mid may-mid sep, ,27, ,NH ND VT NW NS 
-94.625,45.81,CEDA/Cedar Lake Memorial Park  TYPE:CP PH:320.573.2983   SITES:66  AMEN:E DP DW SH  LON/LAT:-94.625/45.81,CEDA,Cedar Lake Memorial Park,CP,320.573.2983, , ,66, ,E DP DW SH 
-101.948,43.746,CEDA/Cedar Pass - Badlands National Park  TYPE:NP PH:605.433.5361 OPEN:all year  SITES:100 EL:2413 AMEN:NH DP 40ft NR L$  LON/LAT:-101.948/43.746,CEDA,Cedar Pass - Badlands National Park,NP,605.433.5361,all year, ,100,2413,NH DP 40ft NR L$ 
-91.235,41.721,CEDA/Cedar Valley Co Park  TYPE:CP    SITES:30  AMEN:E ND l$  LON/LAT:-91.235/41.721,CEDA,Cedar Valley Co Park,CP, , , ,30, ,E ND l$ 
-92.548,42.959,CEDV/Cedar View Park  TYPE:CP PH:641.435.4156     AMEN:E DW SH  LON/LAT:-92.548/42.959,CEDV,Cedar View Park,CP,641.435.4156, , , , ,E DW SH 
-101.668,41.204,CEDA/Cedar Vue - Lake McConaughy State Rec Area  TYPE:SRA PH:308.284.8800 OPEN:all year  SITES:115  AMEN:WES DP SH RS  LON/LAT:-101.668/41.204,CEDA,Cedar Vue - Lake McConaughy State Rec Area,SRA,308.284.8800,all year, ,115, ,WES DP SH RS 
-103.42,43.802,CENT/Center Lake - Custer State Park  TYPE:SP PH:605.255.4515 OPEN:mid may-mid sep  SITES:70 EL:4746 AMEN:NH RS  LON/LAT:-103.42/43.802,CENT,Center Lake - Custer State Park,SP,605.255.4515,mid may-mid sep, ,70,4746,NH RS 
-101.295,47.114,CENT/Center RV Park  TYPE:CP PH:701.794.3502   SITES:20  AMEN:WES DP RS  LON/LAT:-101.295/47.114,CENT,Center RV Park,CP,701.794.3502, , ,20, ,WES DP RS 
-91.138,42.11,CENT/Central Park  TYPE:CP PH:563.487.3541 OPEN:mid apr-mid oct  SITES:100  AMEN:WES DP FT DW  LON/LAT:-91.138/42.11,CENT,Central Park,CP,563.487.3541,mid apr-mid oct, ,100, ,WES DP FT DW 
-96.152,39.703,CENT/Centralia Lake  TYPE:CP PH:785.857.3764     AMEN:E  LON/LAT:-96.152/39.703,CENT,Centralia Lake,CP,785.857.3764, , , , ,E 
-103.007,42.708,CHAD/Chadron State Park  TYPE:SP PH:308.432.6167 OPEN:all year  SITES:90  AMEN:E DP DW SH RS PA L$  LON/LAT:-103.007/42.708,CHAD,Chadron State Park,SP,308.432.6167,all year, ,90, ,E DP DW SH RS PA L$ 
-96.599,46.271,CHAH/Chahinkapa Park  TYPE:CP PH:701.642.2811   SITES:6  AMEN:E DP DW SH L$  LON/LAT:-96.599/46.271,CHAH,Chahinkapa Park,CP,701.642.2811, , ,6, ,E DP DW SH L$ 
-95.382,45.641,CHAL/Chalet - Barsness County Park  TYPE:CP PH:320.634.5433   SITES:40  AMEN:WES DP DW SH  LON/LAT:-95.382/45.641,CHAL,Chalet - Barsness County Park,CP,320.634.5433, , ,40, ,WES DP DW SH 
-101.75,40.472,CHAM/Champion Lake State Rec Area  TYPE:SRA PH:308.394.5118   SITES:8  AMEN:NH ND VT DW NS NR L$  LON/LAT:-101.75/40.472,CHAM,Champion Lake State Rec Area,SRA,308.394.5118, , ,8, ,NH ND VT DW NS NR L$ 
-94.392,45.963,CHAR/Charles Lindbergh State Park  TYPE:SP PH:320.616.2525 OPEN:all year  SITES:40  AMEN:E DP DW SH RS  LON/LAT:-94.392/45.963,CHAR,Charles Lindbergh State Park,SP,320.616.2525,all year, ,40, ,E DP DW SH RS 
-96.74,40.254,CHAU/Chautauqua Municipal Park - Beatrice  TYPE:CP PH:402.228.5248   SITES:20  AMEN:WES DP DW SH  LON/LAT:-96.74/40.254,CHAU,Chautauqua Municipal Park - Beatrice,CP,402.228.5248, , ,20, ,WES DP DW SH 
-98.114,39.455,CHAU/Chautauqua Park  TYPE:CP      AMEN:E DP FT DW NS N$  LON/LAT:-98.114/39.455,CHAU,Chautauqua Park,CP, , , , , ,E DP FT DW NS N$ 
-97.79,37.753,CHEE/Cheney State Park - East Shore  TYPE:SP PH:316.542.3664 OPEN:all year  SITES:625  LON/LAT:-97.79/37.753,CHEE,Cheney State Park - East Shore,SP,316.542.3664,all year, ,625, ,
-97.832,37.724,CHEW/Cheney State Park - West Shore  TYPE:SP PH:316.542.3664 OPEN:all year  SITES:300  AMEN:E DP DW SH  LON/LAT:-97.832/37.724,CHEW,Cheney State Park - West Shore,SP,316.542.3664,all year, ,300, ,E DP DW SH 
-95.557,42.738,CHEK/Cherokee City Park  TYPE:CP PH:712.225.5749     AMEN:E DP  LON/LAT:-95.557/42.738,CHEK,Cherokee City Park,CP,712.225.5749, , , , ,E DP 
-103.266,47.8,CHER/Cherry Creek Campground  TYPE:CP PH:701.842.2626     AMEN:WES DP DW SH  LON/LAT:-103.266/47.8,CHER,Cherry Creek Campground,CP,701.842.2626, , , , ,WES DP DW SH 
-93.68,41.732,CHER/Cherry Glen - Saylorville Lake  TYPE:COE PH:515.964.8792 OPEN:mid apr-mid oct  SITES:125  AMEN:WES DP 60ft DW SH RS PA  LON/LAT:-93.68/41.732,CHER,Cherry Glen - Saylorville Lake,COE,515.964.8792,mid apr-mid oct, ,125, ,WES DP 60ft DW SH RS PA 
-95.471,37.284,CHER/Cherryvale - Big Hill Lake  TYPE:COE PH:620.336.2741 OPEN:early apr-late oct  SITES:30  AMEN:WES DP DW SH RS  LON/LAT:-95.471/37.284,CHER,Cherryvale - Big Hill Lake,COE,620.336.2741,early apr-late oct, ,30, ,WES DP DW SH RS 
-92.312,43.994,CHES/Chester Woods Co Park  TYPE:CP PH:507.287.2624 OPEN:mid may-mid sep  SITES:52  AMEN:WE DP DW SH RS  LON/LAT:-92.312/43.994,CHES,Chester Woods Co Park,CP,507.287.2624,mid may-mid sep, ,52, ,WE DP DW SH RS 
-98.588,40.765,CHEY/Cheyenne  State Rec Area  TYPE:SRA    SITES:8  AMEN:NH ND DW NS NR L$  LON/LAT:-98.588/40.765,CHEY,Cheyenne  State Rec Area,SRA, , , ,8, ,NH ND DW NS NR L$ 
-93.429,41.791,CHIC/Chichaqua Bottoms Greenbelt  TYPE:CP PH:515.967.2596   SITES:36  AMEN:E DW SH  LON/LAT:-93.429/41.791,CHIC,Chichaqua Bottoms Greenbelt,CP,515.967.2596, , ,36, ,E DW SH 
-92.503,43.033,CHIS/Chickasaw Park  TYPE:CP      AMEN:NH ND PT NS  LON/LAT:-92.503/43.033,CHIS,Chickasaw Park,CP, , , , , ,NH ND PT NS 
-97.462,42.854,CHIE/Chief White Crane - Lewis and Clark Lake  TYPE:SRA PH:605.668.2985 OPEN:all year  SITES:146 EL:1176 AMEN:E DP FT DW SH RS  LON/LAT:-97.462/42.854,CHIE,Chief White Crane - Lewis and Clark Lake,SRA,605.668.2985,all year, ,146,1176,E DP FT DW SH RS 
-96.17,43.07,CHIL/Childrens Park  TYPE:CP PH:712.722.0761     AMEN:E ND NS NR L$  LON/LAT:-96.17/43.07,CHIL,Childrens Park,CP,712.722.0761, , , , ,E ND NS NR L$ 
-97.791,42.352,CHIL/Chilvers Park  TYPE:CP PH:402.582.4928 OPEN:all year  SITES:4  AMEN:E FT DW  LON/LAT:-97.791/42.352,CHIL,Chilvers Park,CP,402.582.4928,all year, ,4, ,E FT DW 
-91.939,43.423,CHIM/Chimney Rock County Park  TYPE:CP   COMM:primitive   AMEN:NH ND VT NS NR  LON/LAT:-91.939/43.423,CHIM,Chimney Rock County Park,CP, , ,primitive, , ,NH ND VT NS NR 
-88.557,45.893,CHIR/Chipmunk Rapids  TYPE:NF PH:715.528.4464/715.762.2461   SITES:6  AMEN:NR  LON/LAT:-88.557/45.893,CHIR,Chipmunk Rapids,NF,715.528.4464/715.762.2461, , ,6, ,NR 
-90.706,45.223,CHIP/Chippewa  TYPE:NF PH:715.748.4875/715.762.2461 OPEN:mid may-mid oct  SITES:78  AMEN:NH DP DW SH RS  LON/LAT:-90.706/45.223,CHIP,Chippewa,NF,715.748.4875/715.762.2461,mid may-mid oct, ,78, ,NH DP DW SH RS 
-95.587,45.994,CHIP/Chippewa Co Park  TYPE:CP PH:320.762.2966  COMM:tents only SITES:8  AMEN:DW SH  LON/LAT:-95.587/45.994,CHIP,Chippewa Co Park,CP,320.762.2966, ,tents only,8, ,DW SH 
-94.508,47.382,CHIL/Chippewa Loop  TYPE:NF PH:218.835.3104/218.335.8600 OPEN:early may-mid oct  SITES:46  AMEN:E RS  LON/LAT:-94.508/47.382,CHIL,Chippewa Loop,NF,218.835.3104/218.335.8600,early may-mid oct, ,46, ,E RS 
-96.525,41.445,CHRI/Christiansen Field  TYPE:CP PH:402.727.2810 OPEN:all year  SITES:150  AMEN:E DP PT DW SH L$  LON/LAT:-96.525/41.445,CHRI,Christiansen Field,CP,402.727.2810,all year, ,150, ,E DP PT DW SH L$ 
-88.443,45.132,CHUT/Chute Pond Park  TYPE:CP PH:715.276.6261     AMEN:E DW SH  LON/LAT:-88.443/45.132,CHUT,Chute Pond Park,CP,715.276.6261, , , , ,E DW SH 
-101.894,37.119,CIMA/Cimarron  TYPE:NF PH:620.697.4621/719.545.8737   SITES:14  AMEN:NH ND NS NR  LON/LAT:-101.894/37.119,CIMA,Cimarron,NF,620.697.4621/719.545.8737, , ,14, ,NH ND NS NR 
-93.499,40.863,CIND/Cinder Path RV Park  TYPE:CP PH:641.877.6841   SITES:14  AMEN:E DP DW NS  LON/LAT:-93.499/40.863,CIND,Cinder Path RV Park,CP,641.877.6841, , ,14, ,E DP DW NS 
-96.835,45.593,CITY/City Park - Browns Valley  TYPE:CP      AMEN:E DP DW N$  LON/LAT:-96.835/45.593,CITY,City Park - Browns Valley,CP, , , , , ,E DP DW N$ 
-99.438,44.52,CITH/City Park East - Highmore  TYPE:CP PH:605.852.2716   SITES:10 EL:1885 AMEN:E DP  LON/LAT:-99.438/44.52,CITH,City Park East - Highmore,CP,605.852.2716, , ,10,1885,E DP 
-97.721,40.136,CITY/City RV Park - Deshler  TYPE:CP    SITES:10  AMEN:WES DP SH  LON/LAT:-97.721/40.136,CITY,City RV Park - Deshler,CP, , , ,10, ,WES DP SH 
-94.95,46.131,CLAR/Clarissa City Park  TYPE:CP PH:218.756.2450   SITES:5  AMEN:E DP DW PA L$  LON/LAT:-94.95/46.131,CLAR,Clarissa City Park,CP,218.756.2450, , ,5, ,E DP DW PA L$ 
-90.809,41.458,CLAR/Clarks Ferry - Mississippi River  TYPE:COE PH:563.381.4043 OPEN:early apr-late sep  SITES:45  AMEN:E DP SH RS PA  LON/LAT:-90.809/41.458,CLAR,Clarks Ferry - Mississippi River,COE,563.381.4043,early apr-late sep, ,45, ,E DP SH RS PA 
-97.117,41.727,CLAR/Clarkson City Park  TYPE:CP      AMEN:E DP DW SH L$  LON/LAT:-97.117/41.727,CLAR,Clarkson City Park,CP, , , , , ,E DP DW SH L$ 
-98.048,46.682,CLAU/Clausen Springs Co Park  TYPE:CP   COMM:shade - well maintained   AMEN:E  LON/LAT:-98.048/46.682,CLAU,Clausen Springs Co Park,CP, , ,shade - well maintained, , ,E 
-97.014,39.208,CLAY/Clay County Park  TYPE:CP PH:785.461.5774   SITES:240  AMEN:WE DP DW SH  LON/LAT:-97.014/39.208,CLAY,Clay County Park,CP,785.461.5774, , ,240, ,WE DP DW SH 
-97.006,42.77,CLAY/Clay County Park  TYPE:CP    SITES:32  AMEN:E DP DW SH  LON/LAT:-97.006/42.77,CLAY,Clay County Park,CP, , , ,32, ,E DP DW SH 
-89.65,45.867,CLEA/Clear Lake - North Highland/Amer Legion State Forest  TYPE:SF PH:715.385.3352 OPEN:all year  SITES:95  AMEN:NH ND FT DW SH RS  LON/LAT:-89.65/45.867,CLEA,Clear Lake - North Highland/Amer Legion State Forest,SF,715.385.3352,all year, ,95, ,NH ND FT DW SH RS 
-92.277,45.257,CLEC/Clear Lake City Park  TYPE:CP PH:715.263.2157     AMEN:E DP DW  LON/LAT:-92.277/45.257,CLEC,Clear Lake City Park,CP,715.263.2157, , , , ,E DP DW 
-96.684,44.76,CLEA/Clear Lake City Park  TYPE:CP PH:605.874.2121   SITES:16 EL:1804 AMEN:E DP DW SH L$  LON/LAT:-96.684/44.76,CLEA,Clear Lake City Park,CP,605.874.2121, , ,16,1804,E DP DW SH L$ 
-94.511,44.463,CLEA/Clear Lake Co Park  TYPE:CP   COMM:unknown facilities SITES:4  AMEN:NH ND NS NR N$  LON/LAT:-94.511/44.463,CLEA,Clear Lake Co Park,CP, , ,unknown facilities,4, ,NH ND NS NR N$ 
-93.389,43.111,CLEA/Clear Lake State Park  TYPE:SP PH:641.357.4212 OPEN:all year  SITES:215  AMEN:WES DP 60ft DW SH RS L$  LON/LAT:-93.389/43.111,CLEA,Clear Lake State Park,SP,641.357.4212,all year, ,215, ,WES DP 60ft DW SH RS L$ 
-95.428,47.697,CLEA/Clearbrook City Park  TYPE:CP PH:218.776.2323   SITES:35  AMEN:WES DW SH  LON/LAT:-95.428/47.697,CLEA,Clearbrook City Park,CP,218.776.2323, , ,35, ,WES DW SH 
-93.387,44.69,CLEA/Cleary Lake Regional Park  TYPE:CP PH:763.559.6700  COMM:unknown facilities SITES:6  AMEN:NH ND VT DW NS  LON/LAT:-93.387/44.69,CLEA,Cleary Lake Regional Park,CP,763.559.6700, ,unknown facilities,6, ,NH ND VT DW NS 
-87.826,42.818,CLIF/Cliffside Park  TYPE:CP PH:262.886.8440   SITES:92  AMEN:WE DP 45ft DW SH  LON/LAT:-87.826/42.818,CLIF,Cliffside Park,CP,262.886.8440, , ,92, ,WE DP 45ft DW SH 
-93.98,46.849,CLIN/Clint Converse - Land OLakes State Forest  TYPE:SF PH:218.546.5926 OPEN:mid may-mid oct COMM:primitive - open all year but snow may block SITES:31  AMEN:NH ND VT DW NS NR L$  LON/LAT:-93.98/46.849,CLIN,Clint Converse - Land OLakes State Forest,SF,218.546.5926,mid may-mid oct,primitive - open all year but snow may block,31, ,NH ND VT DW NS NR L$ 
-98.181,47.313,CLIN/Clinton A. Brown Memorial Park  TYPE:CP PH:701.769.2218   SITES:10  AMEN:WE SH  LON/LAT:-98.181/47.313,CLIN,Clinton A. Brown Memorial Park,CP,701.769.2218, , ,10, ,WE SH 
-95.354,38.942,CLIN/Clinton State Park  TYPE:SP PH:785.842.8562 OPEN:all year  SITES:450  AMEN:E 40ft RS  LON/LAT:-95.354/38.942,CLIN,Clinton State Park,SP,785.842.8562,all year, ,450, ,E 40ft RS 
-93.577,47.61,CLUB/Clubhouse  TYPE:NF PH:218.246.2123/218.335.8600 OPEN:mid may-mid oct  SITES:55  AMEN:NH ND NS RS  LON/LAT:-93.577/47.61,CLUB,Clubhouse,NF,218.246.2123/218.335.8600,mid may-mid oct, ,55, ,NH ND NS RS 
-95.476,42.351,COBB/Cobb City Park  TYPE:CP PH:712.364.2958   SITES:45  AMEN:WE DP DW SH L$  LON/LAT:-95.476/42.351,COBB,Cobb City Park,CP,712.364.2958, , ,45, ,WE DP DW SH L$ 
-95.136,41.255,COCK/Cocklin Fish Farm  TYPE:CP PH:712.769.2372   SITES:56  AMEN:E FT NS  LON/LAT:-95.136/41.255,COCK,Cocklin Fish Farm,CP,712.769.2372, , ,56, ,E FT NS 
-101.245,42.935,CODY/Cody City Park - Cody  TYPE:CP      AMEN:E DP DW small L$  LON/LAT:-101.245/42.935,CODY,Cody City Park - Cody,CP, , , , , ,E DP DW small L$ 
-100.759,41.15,CODP/Cody City Park - North Platte  TYPE:CP PH:308.535.6706   SITES:40  AMEN:DP  LON/LAT:-100.759/41.15,CODP,Cody City Park - North Platte,CP,308.535.6706, , ,40, ,DP 
-95.719,38.501,COEU/Coeur DAlene - Melvern Lake  TYPE:COE PH:785.549.3318 OPEN:early may-late sep    AMEN:WES DP DW SH RS L$  LON/LAT:-95.719/38.501,COEU,Coeur DAlene - Melvern Lake,COE,785.549.3318,early may-late sep, , , ,WES DP DW SH RS L$ 
-91.534,42.494,COFF/Coffins Grove  TYPE:CP PH:563.927.3410   SITES:25  AMEN:E DP  LON/LAT:-91.534/42.494,COFF,Coffins Grove,CP,563.927.3410, , ,25, ,E DP 
-91.32,44.371,COLS/Col Larson County Park  TYPE:CP PH:715.538.4353     AMEN:WE RS  LON/LAT:-91.32/44.371,COLS,Col Larson County Park,CP,715.538.4353, , , , ,WE RS 
-95.084,41.291,COLS/Cold Spring Park  TYPE:CP PH:712.769.2372   SITES:80  AMEN:E DP DW SH  LON/LAT:-95.084/41.291,COLS,Cold Spring Park,CP,712.769.2372, , ,80, ,E DP DW SH 
-99.067,46.012,COLD/Cold Water Park  TYPE:CP PH:701.288.3342     AMEN:E L$  LON/LAT:-99.067/46.012,COLD,Cold Water Park,CP,701.288.3342, , , , ,E L$ 
-99.036,45.448,COLL/Colliers Park - Ipswitch  TYPE:CP   COMM:unknown facilities SITES:8  AMEN:NH DP  LON/LAT:-99.036/45.448,COLL,Colliers Park - Ipswitch,CP, , ,unknown facilities,8, ,NH DP 
-89.344,44.603,COLL/Collins Park  TYPE:CP PH:715.346.1433   SITES:25  AMEN:E DP L$  LON/LAT:-89.344/44.603,COLL,Collins Park,CP,715.346.1433, , ,25, ,E DP L$ 
-94.246,45.049,COLL/Collinwood County Park  TYPE:CP PH:320.286.2801   SITES:49  AMEN:E DP DW SH  LON/LAT:-94.246/45.049,COLL,Collinwood County Park,CP,320.286.2801, , ,49, ,E DP DW SH 
-96.81,43.979,COLM/Colman City Park  TYPE:CP      AMEN:E ND FT DW SH L$  LON/LAT:-96.81/43.979,COLM,Colman City Park,CP, , , , , ,E ND FT DW SH L$ 
-88.329,43.915,COLU/Columbia County Park  TYPE:CP    SITES:40  AMEN:E DP FT DW SH  LON/LAT:-88.329/43.915,COLU,Columbia County Park,CP, , , ,40, ,E DP FT DW SH 
-97.339,41.431,COLO/Columbus Agricultural Aprk  TYPE:CP PH:402.564.0133 OPEN:early oct-late jun  SITES:85  AMEN:WES DP FT DW SH L$  LON/LAT:-97.339/41.431,COLO,Columbus Agricultural Aprk,CP,402.564.0133,early oct-late jun, ,85, ,WES DP FT DW SH L$ 
-102.776,48.905,COLU/Columbus City Park  TYPE:CP PH:701.939.5243  COMM:small   AMEN:E ND L$  LON/LAT:-102.776/48.905,COLU,Columbus City Park,CP,701.939.5243, ,small, , ,E ND L$ 
-92.642,43.156,COLW/Colwell County Park  TYPE:CP PH:641.756.3490     AMEN:NH ND NS N$  LON/LAT:-92.642/43.156,COLW,Colwell County Park,CP,641.756.3490, , , , ,NH ND NS N$ 
-103.715,43.735,COMA/Comanche Park  TYPE:NF PH:605.673.4853/605.673.9200 OPEN:mid may-late aug  SITES:33 EL:5460 AMEN:NH ND DW NS RS  LON/LAT:-103.715/43.735,COMA,Comanche Park,NF,605.673.4853/605.673.9200,mid may-late aug, ,33,5460,NH ND DW NS RS 
